,Borough,ZipCode,Block,Lot,BldgClassCategory,TotalNoOfUnits,LandAreaInSqFt,GrossAreaInSqFt,YearOfConstruction,TaxClass_AtEvaluationTime,BldgClass_AtEvaluationTime,PropertyEvaluationvalue,Property_Age,Evaluation_date,Evaluation_month
2485,5,11434,12296,9,2,2,4400,2159,1950,1,11,464000,72,3353.0,8
2487,5,11434,12274,7,2,2,4700,1900,1946,1,10,585000,76,3106.0,4
2488,5,11434,12526,123,2,2,4069,2074,1993,1,9,425000,29,2836.0,1
2489,5,11434,12986,116,2,2,3360,2000,1951,1,10,560000,71,3001.0,7
2490,5,11434,14000,307,2,1,2200,960,1945,1,2,125500,77,3584.0,12
2491,5,11413,12667,16,2,1,5000,1743,1950,1,2,307500,72,3354.0,8
2492,5,11434,13291,149,2,2,2500,1598,2005,1,10,650000,17,2767.0,3
2493,5,11434,12259,21,2,2,4000,1266,1946,1,11,611000,76,3022.0,7
2494,5,11434,12479,41,2,1,4000,1369,1946,1,2,319600,76,2784.0,3
2495,5,11413,12682,42,2,2,5600,1858,1950,1,10,460000,72,3549.0,1
2496,5,11434,12517,52,2,2,4025,2496,1986,1,10,590000,36,3067.0,5
2497,5,11434,13308,28,2,1,6000,1056,1946,1,1,600000,76,3044.0,6
2498,5,11413,13029,41,2,2,2201,1680,1987,1,10,125000,35,3623.0,11
2499,5,11413,13029,43,2,2,4015,1680,1987,1,10,270000,35,3423.0,5
2500,5,11413,13044,46,2,2,2800,1520,2001,1,10,700000,21,2868.0,12
2501,5,11434,12598,31,2,2,3500,2100,2007,1,10,400000,15,3510.0,3
2502,5,11413,13093,10,2,2,4963,2704,1988,1,10,815000,34,2917.0,10
2503,5,11413,13051,47,2,2,4000,1392,1945,1,9,382000,77,3423.0,5
2504,5,11434,12523,58,2,1,4118,874,1946,1,2,450000,76,2820.0,1
2505,5,11413,12719,107,2,1,2461,1890,1956,1,5,515000,66,2828.0,1
2506,5,11434,13351,60,2,2,3128,1040,2001,1,10,470000,21,3008.0,7
2507,5,11434,12131,24,2,2,4033,2400,1999,1,10,300000,23,3071.0,5
2508,5,11434,12285,27,2,2,4000,1746,1961,1,11,755000,61,2952.0,9
2509,5,11434,12265,4,2,2,5565,1315,1946,1,11,700000,76,2879.0,11
2510,5,11434,12521,73,2,2,2958,2304,1996,1,10,700000,26,3068.0,5
2511,5,11434,12596,59,2,1,3800,978,1941,1,0,375000,81,3065.0,5
2512,5,11434,12458,161,2,2,2675,1848,2010,1,9,676000,12,2877.0,11
2513,5,11434,12271,41,2,2,4000,2640,1946,1,11,850000,76,2966.0,8
2514,5,11413,12731,10,2,1,1700,820,1946,1,5,255000,76,3036.0,6
2515,5,11434,13364,74,2,1,4000,7200,1964,4,25,1450000,58,2979.0,8
2516,5,11434,12523,66,2,1,3403,874,1946,1,2,499900,76,2868.0,12
2517,5,11434,13291,27,2,2,2500,1500,2004,1,10,255000,18,3431.0,5
2518,5,11434,12278,1,2,2,6000,2117,1946,1,11,690000,76,2899.0,11
2519,5,11411,11253,143,2,2,4300,1139,1941,1,11,481000,81,2815.0,1
2520,5,11411,11269,30,2,1,1800,1080,1945,1,5,295000,77,3713.0,8
2521,5,11429,11151,55,2,2,5020,2552,1956,1,9,720000,66,2939.0,9
2522,5,11429,11153,40,2,1,4000,1140,1950,1,0,340000,72,3536.0,2
2523,5,11429,11134,42,2,1,3181,1056,1961,1,5,440000,61,2912.0,10
2524,5,11429,11204,38,2,1,2349,1584,2001,1,1,542000,21,2876.0,11
2525,5,11429,11134,54,2,2,2800,1560,1961,1,9,430000,61,2969.0,8
2526,5,11429,10783,82,2,2,2346,1702,1941,1,9,350000,81,3029.0,6
2527,5,11428,10721,14,2,1,4000,1990,1951,1,2,849000,71,2903.0,11
2528,5,11428,10720,53,2,1,4000,1100,1955,1,2,400000,67,3557.0,1
2529,5,11427,10672,122,2,2,2100,3344,1960,1,13,519000,62,3514.0,3
2530,5,11429,10766,31,2,2,4062,2400,2011,1,9,500000,11,3474.0,4
2531,5,11429,11242,70,2,1,3400,840,1945,1,0,245000,77,3424.0,5
2532,5,11411,11268,1,2,1,1825,1350,1950,1,5,407500,72,3586.0,12
2533,5,11426,7900,64,2,1,6560,1046,1955,1,0,515000,67,3574.0,12
2534,5,11427,10678,69,2,1,4000,1442,1950,1,0,472000,72,3376.0,7
2535,5,11427,7880,61,2,2,2260,2200,1998,1,10,850000,24,2939.0,9
2536,5,11429,11223,49,2,1,4000,975,1946,1,0,450000,76,3085.0,5
2537,5,11427,10666,14,2,1,1800,1224,1951,1,5,480000,71,3092.0,4
2538,5,11427,7880,75,2,2,2198,2000,1998,1,10,775000,24,2926.0,10
2539,5,11429,11104,274,2,2,4269,2052,2006,1,10,575000,16,3374.0,7
2540,5,11427,7969,50,2,2,3500,4750,1975,1,13,700000,47,3473.0,4
2541,5,11429,11212,11,2,1,4391,1286,1946,1,2,390000,76,3088.0,5
2542,5,11427,10672,125,2,2,2675,3312,1960,1,13,563000,62,3514.0,3
2543,5,11429,10767,12,2,2,3176,2116,2007,1,10,424000,15,3360.0,8
2544,5,11429,11122,36,2,1,4040,1393,1946,1,0,615000,76,2854.0,12
2545,5,11411,11262,16,2,1,5175,1130,1950,1,0,235000,72,3511.0,3
2546,5,11411,11242,101,2,1,4000,1075,1941,1,0,460000,81,3078.0,5
2547,5,11429,11223,73,2,1,3500,975,1950,1,0,415000,72,3390.0,7
2548,5,11429,11113,20,2,2,6541,2200,1996,1,10,400000,26,3361.0,8
2549,5,11411,11263,7,2,1,4001,1318,1950,1,0,253000,72,3644.0,10
2550,5,11411,11274,35,2,1,4023,2250,1941,1,0,460000,81,3078.0,5
2551,5,11429,11104,31,2,2,2750,1974,2000,1,10,800000,22,2770.0,3
2552,5,11427,7920,62,2,1,4000,1440,1945,1,0,535000,77,3362.0,7
2553,5,11429,11193,4,2,1,4000,1960,1950,1,1,324984,72,3494.0,3
2554,5,11429,11235,53,2,1,2167,1354,1945,1,5,220500,77,3469.0,4
2555,5,11411,11243,5,2,2,4000,1564,1941,1,11,620000,81,2861.0,12
2556,5,11429,11083,167,2,1,13313,7880,1986,4,25,1425000,36,3640.0,10
2557,5,11429,11171,153,2,1,4000,1163,1941,1,0,515000,81,2954.0,9
2558,5,11429,11092,32,2,1,2250,1080,1951,1,8,468000,71,2767.0,3
2559,5,11427,7919,62,2,1,4000,1409,1945,1,0,435000,77,3668.0,9
2560,5,11429,11219,66,2,1,4000,1038,1941,1,0,394000,81,2970.0,8
2561,5,11426,7904,9,2,2,4000,1449,1946,1,10,780000,76,2933.0,10
2562,5,11429,10775,134,2,1,1600,1700,1956,1,5,305000,66,3031.0,6
2563,5,11427,10656,151,2,1,1811,1156,1946,1,5,538000,76,2773.0,3
2564,5,11427,10692,62,2,1,5670,832,1946,1,2,420000,76,3058.0,5
2565,5,11428,10712,16,2,2,4242,2304,1951,1,11,925000,71,2996.0,8
2566,5,11429,11094,22,2,1,5820,1193,1946,1,2,527000,76,2869.0,12
2567,5,11429,11160,92,2,1,4000,1163,1941,1,0,546000,81,3010.0,7
2568,5,11428,10643,16,2,1,2500,1328,1946,1,1,275000,76,2864.0,12
2569,5,11427,10656,258,2,2,1742,1589,1950,1,9,230000,72,3615.0,11
2570,5,11427,7967,68,2,2,4000,1321,1946,1,11,790000,76,2813.0,1
2571,5,11429,11163,76,2,2,4284,2392,1950,1,9,310000,72,3669.0,9
2572,5,11427,10683,76,2,1,4000,1540,1950,1,2,465000,72,3468.0,4
2573,5,11429,11244,15,2,1,1800,1683,1951,1,5,469000,71,3043.0,6
2574,5,11429,11218,14,2,1,4000,1100,1946,1,0,505000,76,3008.0,7
2575,5,11429,11206,47,2,1,5265,1152,1955,1,2,395000,67,3698.0,8
2576,5,11427,10664,62,2,1,1656,1818,1941,1,5,540000,81,3050.0,6
2577,5,11411,11242,103,2,1,4000,978,1941,1,0,565000,81,2788.0,2
2578,5,11427,10661,55,2,1,2600,1638,1950,1,5,346646,72,3529.0,2
2579,5,11427,10689,31,2,1,1890,1458,1961,1,5,540000,61,3110.0,4
2580,5,11427,10689,29,2,1,1890,1458,1961,1,5,560000,61,3015.0,7
2581,5,11411,11268,118,2,1,1800,1080,1946,1,5,251200,76,3052.0,6
2582,5,11411,11273,27,2,1,2560,1236,1946,1,5,490270,76,2927.0,10
2583,5,11429,11146,21,2,1,4380,2080,1960,1,2,360000,62,3542.0,2
2584,5,11427,10660,19,2,1,2200,1683,1946,1,5,460000,76,2988.0,8
2585,5,11429,11203,41,2,1,4480,1071,1941,1,0,460000,81,2858.0,12
2586,5,11427,10665,78,2,1,1800,1530,1950,1,5,375000,72,3399.0,6
2587,5,11427,10661,18,2,1,2200,1638,1950,1,5,277000,72,3565.0,1
2588,5,11427,7970,129,2,2,2000,2904,1975,1,13,345000,47,3458.0,4
2589,5,11429,11100,42,2,1,2625,1280,1955,1,1,305000,67,3640.0,10
2590,5,11427,10693,51,2,1,5825,2000,1956,1,1,930000,66,2872.0,12
2591,5,11429,11087,4,2,1,2200,1382,2002,1,1,550000,20,2826.0,1
2592,5,11411,11268,118,2,1,1800,1080,1946,1,5,510000,76,2862.0,12
2593,5,11429,11147,6,2,2,4000,2288,1956,1,10,425000,66,2770.0,3
2594,5,11427,10660,52,2,1,2200,1683,1950,1,5,372000,72,3671.0,9
2595,5,11429,11212,33,2,1,4269,1063,1950,1,0,340000,72,3644.0,10
2596,5,11427,7952,12,2,2,4000,1824,1946,1,11,660000,76,3030.0,6
2597,5,11427,7950,141,2,1,3900,1321,1950,1,0,265400,72,3552.0,1
2598,5,11429,10783,42,2,2,26468,16037,1948,2,19,1905962,74,3385.0,7
2599,5,11429,11159,11,2,1,3910,1163,1946,1,0,104000,76,2755.0,3
2600,5,11427,10667,40,2,1,4000,1108,1950,1,2,435000,72,3584.0,12
2601,5,11429,11193,18,2,1,4000,1063,1950,1,0,216750,72,3535.0,2
2602,5,11427,10667,39,2,1,8300,1576,1946,1,2,599000,76,3110.0,4
2603,5,11427,7916,20,2,1,5000,1321,1950,1,2,515000,72,3542.0,2
2604,5,11427,7919,32,2,1,4000,1073,1941,1,2,620000,81,3113.0,4
2605,5,11429,11191,44,2,1,3600,1158,1946,1,0,456000,76,2864.0,12
2606,5,11429,10789,281,2,1,2112,1288,2000,1,5,515000,22,3046.0,6
2607,5,11427,7915,5,2,1,4000,1175,1946,1,2,650000,76,2798.0,2
2608,5,11429,10761,79,2,1,1550,1528,1956,1,5,487500,66,2798.0,2
2609,5,11411,11269,64,2,2,3300,2352,1941,1,10,649000,81,2834.0,1
2610,5,11429,11092,1,2,1,3325,1127,1941,1,0,260000,81,2904.0,11
2611,5,11429,11227,86,2,1,4000,1020,1941,1,0,525000,81,2793.0,2
2612,5,11427,7968,50,2,2,3950,1321,1951,1,11,685000,71,3107.0,4
2613,5,11428,10753,10,2,1,1343,1300,1941,1,5,475000,81,2959.0,9
2614,5,11429,11087,4,2,1,2200,1382,2002,1,1,250000,20,3051.0,6
2615,5,11429,10761,79,2,1,1550,1528,1960,1,5,150000,62,3423.0,5
2616,5,11427,10661,10,2,1,2200,1638,1950,1,5,345000,72,3490.0,3
2617,5,11411,11255,24,2,1,3800,1031,1946,1,0,160000,76,3100.0,4
2618,5,11429,10761,52,2,1,1200,1432,1956,1,5,530000,66,3046.0,6
2619,5,11429,11245,79,2,1,4000,672,1946,1,2,390000,76,2997.0,7
2620,5,11427,10665,73,2,1,1800,1530,1950,1,5,300000,72,3465.0,4
2621,5,11429,11191,50,2,1,4000,1158,1946,1,0,430000,76,2879.0,11
2622,5,11427,10664,87,2,1,1656,1683,1945,1,5,305000,77,3466.0,4
2623,5,11429,11147,37,2,1,4250,1170,1951,1,2,690000,71,2872.0,12
2624,5,11428,10701,48,2,1,3534,1225,1941,1,2,660000,81,3036.0,6
2625,5,11418,3321,307,2,2,1996,1800,1971,1,12,1150000,51,3075.0,5
2626,5,11415,9270,111,2,2,1389,1425,2001,1,10,760000,21,2931.0,10
2627,5,11415,9250,21,2,2,2500,2034,2007,1,10,600000,15,3565.0,1
2628,5,11415,9250,22,2,2,2500,2034,2007,1,10,600000,15,3371.0,7
2629,5,11415,9265,136,2,2,1977,2800,1983,1,13,1270000,39,2974.0,8
2630,5,11418,9631,20,2,2,4000,2250,1945,1,11,290000,77,3578.0,12
2631,5,11415,9245,300,2,2,19360,53252,1951,2,20,225000,71,3029.0,6
2632,5,11415,9266,307,2,1,18824,988,2009,2,25,643534,13,2885.0,11
2633,5,11415,9231,38,2,2,2220,3160,1970,1,13,929000,52,3390.0,7
2634,5,11418,9621,14,2,2,7080,39849,2008,2,23,4073217,14,2840.0,1
2635,5,11415,9261,17,2,2,2775,3258,1985,1,13,840000,37,3682.0,9
2636,5,11418,9340,104,2,1,13500,12360,1963,4,25,5000000,59,3072.0,5
2637,5,11418,9350,50,2,2,3680,3040,1971,1,10,1085000,51,2826.0,1
2638,5,11419,9412,1,2,2,5000,1575,1946,1,9,775000,76,3079.0,5
2639,5,11417,9506,45,2,2,2000,3309,1960,1,13,520000,62,3467.0,4
2640,5,11419,9455,35,2,2,2975,2836,1960,1,13,605000,62,3585.0,12
2641,5,11416,9423,176,2,1,2802,902,1941,1,5,290000,81,3047.0,6
2642,5,11419,9396,37,2,2,4022,2400,1951,1,9,950000,71,2784.0,3
2643,5,11419,9483,18,2,2,2678,2880,2000,1,9,500000,22,3417.0,6
2644,5,11419,9472,4,2,2,1413,2355,2006,1,13,490000,16,3451.0,5
2645,5,11420,9599,42,2,2,3864,1455,1945,1,9,492000,77,3684.0,9
2646,5,11418,9206,48,2,1,4000,2230,1946,1,1,920000,76,2785.0,2
2647,5,11420,9614,33,2,2,3840,1268,1956,1,11,545000,66,2833.0,1
2648,5,11418,9288,13,2,2,2100,4704,2007,2,25,875000,15,3468.0,4
2649,5,11419,9558,6,2,2,2928,2400,1998,1,10,770000,24,3022.0,7
2650,5,11419,9592,69,2,1,1280,2080,2006,1,1,180000,16,3369.0,7
2651,5,11418,9223,29,2,2,6100,2184,1946,1,9,950000,76,2988.0,8
2652,5,11419,9450,34,2,1,19500,16360,1951,4,25,2500000,71,3395.0,6
2653,5,11419,9438,134,2,2,2605,3255,2005,1,13,631315,17,3367.0,7
2654,5,11419,9438,134,2,2,2605,2655,2001,1,13,890000,21,3001.0,7
2655,5,11419,9452,10,2,2,2051,2937,2005,1,13,995000,17,3031.0,6
2656,5,11417,9506,52,2,2,2900,3013,1960,1,13,183333,62,3524.0,2
2657,5,11419,9417,42,2,2,2785,1,2010,1,9,260000,12,3395.0,6
2658,5,11418,9328,60,2,2,3499,2190,2009,1,9,565000,13,3627.0,11
2659,5,11419,9394,23,2,2,2500,3111,2003,1,13,1132000,19,3004.0,7
2660,5,11419,9417,21,2,2,2668,2184,1961,1,9,375000,61,2786.0,2
2661,5,11419,9409,18,2,2,1650,1395,1941,1,11,295000,81,2759.0,3
2662,5,11419,9559,36,2,1,3430,3430,1970,4,25,3500000,52,3584.0,12
2663,5,11419,9604,55,2,1,2218,1440,1956,1,5,510000,66,3047.0,6
2664,5,11419,9454,1,2,2,2478,2892,2004,1,13,700000,18,3647.0,10
2665,5,11419,9581,22,2,2,2975,2218,2007,1,9,325000,15,3465.0,4
2666,5,11411,11288,56,2,1,4000,1246,1946,1,2,550000,76,2785.0,2
2667,5,11411,12748,113,2,1,4000,1144,1946,1,2,425880,76,2779.0,3
2668,5,11411,11327,9,2,2,3361,2268,2012,1,25,560000,10,3718.0,8
2669,5,11411,12772,212,2,1,4400,1650,1941,1,1,580000,81,2835.0,1
2670,5,11411,12795,74,2,1,4000,1125,1956,1,2,160000,66,3095.0,4
2671,5,11411,12819,9,2,1,4000,1041,1945,1,2,400000,77,3403.0,6
2672,5,11411,12819,47,2,1,4000,1111,1941,1,2,175000,81,2815.0,1
2673,5,11411,11329,32,2,1,4000,1525,1951,1,1,550000,71,3030.0,6
2674,5,11411,11293,16,2,1,4000,2253,1945,1,2,190000,77,3459.0,4
2675,5,11411,12822,52,2,1,4100,1252,1950,1,2,370000,72,3606.0,11
2676,5,11411,12817,47,2,1,4000,1112,1946,1,2,525000,76,3094.0,4
2677,5,11411,12784,48,2,1,3842,1268,1941,1,2,430000,81,3086.0,5
2678,5,11411,11291,21,2,1,2600,784,1945,1,5,170000,77,3655.0,10
2679,5,11411,12771,47,2,1,4000,1166,1945,1,2,340000,77,3676.0,9
2680,5,11411,11289,56,2,1,4000,1304,1945,1,2,370000,77,3434.0,5
2681,5,11411,12817,45,2,1,4000,1112,1946,1,2,535000,76,2956.0,9
2682,5,11411,11295,55,2,1,5000,1094,1945,1,2,422000,77,3630.0,11
2683,5,11411,11311,38,2,1,4000,1188,1941,1,2,535000,81,2959.0,9
2684,5,11411,11294,35,2,1,4400,1220,1941,1,2,340000,81,3080.0,5
2685,5,11411,12785,70,2,1,4200,1055,1945,1,2,350000,77,3392.0,7
2686,5,11411,12789,66,2,1,4000,1455,1941,1,2,490000,81,3047.0,6
2687,5,11411,12763,37,2,1,4000,1038,1946,1,2,405235,76,2829.0,1
2688,5,11411,12782,53,2,1,3900,1313,1941,1,2,405600,81,2865.0,12
2689,5,11411,11291,21,2,1,2600,784,1945,1,5,357000,77,3434.0,5
2690,5,11411,11326,1,2,2,20000,12000,1945,4,25,3200000,77,3496.0,3
2691,5,11411,12767,106,2,1,4000,980,1945,1,2,317000,77,3381.0,7
2692,5,11411,12744,79,2,1,4000,1145,1945,1,2,345744,77,3509.0,3
2693,5,11411,12809,32,2,1,4000,1163,1945,1,2,220000,77,3460.0,4
2694,5,11411,11291,29,2,1,2000,1176,1945,1,5,182520,77,3536.0,2
2695,5,11411,12810,102,2,1,4000,1150,1941,1,2,685000,81,2946.0,9
2696,5,11429,11301,101,2,2,3000,1580,1946,1,11,420000,76,3004.0,7
2697,5,11411,12799,7,2,1,6220,1340,1946,1,2,525000,76,2857.0,12
2698,5,11411,11310,29,2,1,4000,1140,1946,1,2,550000,76,2758.0,3
2699,5,11411,11305,30,2,1,3600,1211,1946,1,2,483670,76,2990.0,8
2700,5,11411,12810,102,2,1,4000,1150,1941,1,2,392000,81,3064.0,5
2701,5,11411,12785,58,2,1,4000,1055,1945,1,2,255500,77,3712.0,8
2702,5,11411,12763,5,2,1,4000,1128,1950,1,2,283000,72,3689.0,9
2703,5,11411,12740,56,2,1,2668,1248,1956,1,5,344874,66,2967.0,8
2704,5,11411,12787,82,2,1,4000,1738,1945,1,2,273679,77,3579.0,12
2705,5,11411,12787,82,2,1,4000,1738,1945,1,2,420000,77,3388.0,7
2706,5,11411,12815,49,2,1,4000,1077,1941,1,2,590000,81,3008.0,7
2707,5,11411,11289,46,2,1,4000,1125,1941,1,2,305000,81,2833.0,1
2708,5,11411,12787,66,2,1,5292,1120,1941,1,2,519500,81,3068.0,5
2709,5,11411,12791,107,2,1,4000,1250,1941,1,2,600000,81,3008.0,7
2710,5,11411,11333,68,2,1,4000,1020,1946,1,2,475000,76,2822.0,1
2711,5,11411,12756,7,2,1,4000,888,1951,1,2,314500,71,2774.0,3
2712,5,11411,11327,8,2,1,2511,1500,2012,1,5,418275,10,3585.0,12
2713,5,11411,12822,60,2,1,4100,882,1946,1,2,666588,76,2781.0,3
2714,5,11411,12754,46,2,2,12555,2376,1946,1,9,275000,76,2788.0,2
2715,5,11411,12794,144,2,1,4000,1095,1941,1,2,400000,81,2946.0,9
2716,5,11411,12760,98,2,1,4000,1281,1945,1,2,395000,77,3607.0,11
2717,5,11411,11306,19,2,1,3850,1125,1941,1,2,510000,81,3052.0,6
2718,5,11411,12761,1,2,1,4000,1340,1945,1,2,433000,77,3369.0,7
2719,5,11411,12744,75,2,1,4000,1145,1945,1,2,340000,77,3707.0,8
2720,5,11411,12740,56,2,1,2668,1248,1956,1,5,567000,66,2784.0,3
2721,5,11411,12789,83,2,1,3875,1270,1945,1,2,410000,77,3566.0,1
2722,5,11411,12784,2,2,1,4000,1268,1945,1,2,310000,77,3459.0,4
2723,5,11411,12794,144,2,1,4000,1095,1941,1,2,585000,81,2786.0,2
2724,5,11411,12765,22,2,1,4000,1163,1941,1,2,738542,81,3101.0,4
2725,5,11411,12737,106,2,2,4000,1365,1945,1,11,424000,77,3424.0,5
2726,5,11411,11302,18,2,1,4000,1339,1941,1,2,335000,81,2857.0,12
2727,5,11411,11327,7,2,2,3127,2150,2012,1,25,560000,10,3714.0,8
2728,5,11411,12787,82,2,1,4000,1738,1945,1,2,494118,77,3707.0,8
2729,5,11411,11291,33,2,1,2925,784,1941,1,5,339690,81,2764.0,3
2730,5,11411,12745,49,2,1,4000,1155,1950,1,2,225000,72,3433.0,5
2731,5,11411,11331,19,2,1,4000,1156,1945,1,2,424000,77,3622.0,11
2732,5,11422,12861,60,2,1,3800,1125,1941,1,2,340000,81,2791.0,2
2733,5,11413,12858,7,2,1,1800,1732,1950,1,5,305000,72,3600.0,12
2734,5,11422,12877,58,2,1,3895,1700,1946,1,1,630000,76,3033.0,6
2735,5,11413,13104,12,2,1,2000,960,1945,1,5,265000,77,3683.0,9
2736,5,11413,13032,4,2,2,2893,2600,1995,1,10,500000,27,2786.0,2
2737,5,11422,13202,4,2,1,3895,1675,1950,1,2,310000,72,3683.0,9
2738,5,11413,13116,151,2,1,2400,1050,1956,1,5,460000,66,2847.0,12
2739,5,11413,12908,6,2,1,3970,1230,1941,1,2,620000,81,2847.0,12
2740,5,11413,13101,15,2,1,2500,1720,2002,1,1,510365,20,2780.0,3
2741,5,11422,12877,55,2,1,3895,1594,1946,1,1,495000,76,3092.0,4
2742,5,11413,13033,16,2,2,4455,2554,1951,1,11,882500,71,2801.0,2
2743,5,11413,12825,252,2,1,3784,1750,1946,1,1,320000,76,3087.0,5
2744,5,11422,12944,13,2,1,3120,1281,1951,1,2,500000,71,2997.0,7
2745,5,11413,13015,9,2,2,5000,1968,1951,1,10,835000,71,3065.0,5
2746,5,11413,13114,49,2,2,5000,2392,1956,1,9,535000,66,2815.0,1
2747,5,11413,13169,60,2,1,4000,1430,1946,1,2,424000,76,3044.0,6
2748,5,11413,13063,42,2,1,5048,1050,1946,1,2,460000,76,2856.0,12
2749,5,11413,13127,74,2,1,5742,834,1946,1,1,630000,76,2924.0,10
2750,5,11413,13134,58,2,1,4200,1170,1946,1,2,475000,76,3086.0,5
2751,5,11422,12874,40,2,1,4275,1400,1951,1,1,330000,71,2806.0,2
2752,5,11413,13133,16,2,1,8000,1832,1965,1,2,460000,57,3620.0,11
2753,5,11422,12861,9,2,1,4845,950,1941,1,2,525000,81,2933.0,10
2754,5,11413,13117,7,2,2,3283,1700,1941,1,9,625000,81,2770.0,3
2755,5,11413,13036,34,2,2,4505,3500,1980,1,9,611000,42,2771.0,3
2756,5,11411,12825,23,2,1,5100,1040,1941,1,2,200000,81,2995.0,8
2757,5,11422,12878,57,2,1,3977,774,1946,1,2,295000,76,3037.0,6
2758,5,11422,12915,16,2,1,4000,1413,1946,1,2,525000,76,3050.0,6
2759,5,11413,13145,131,2,2,3750,2300,2000,1,10,725000,22,2906.0,10
2760,5,11413,13139,46,2,1,5000,1489,1946,1,2,525000,76,2987.0,8
2761,5,11413,12931,64,2,1,4000,1302,1946,1,2,477387,76,2764.0,3
2762,5,11422,12915,21,2,1,4000,1220,1946,1,2,455000,76,3036.0,6
2763,5,11413,13104,39,2,1,4500,1220,1946,1,2,505000,76,3016.0,7
2764,5,11411,12825,60,2,1,4356,1008,1950,1,2,225000,72,3488.0,3
2765,5,11413,13105,52,2,1,1482,1160,1941,1,5,260000,81,2945.0,9
2766,5,11413,13186,18,2,1,6000,1281,1941,1,2,540000,81,3033.0,6
2767,5,11411,12825,73,2,1,4397,1008,1946,1,2,465000,76,2855.0,12
2768,5,11413,13135,47,2,2,3916,2340,1946,1,11,880000,76,2966.0,8
2769,5,11413,13116,50,2,1,2400,1050,1956,1,5,460000,66,3072.0,5
2770,5,11413,12825,307,2,1,4190,1387,1946,1,2,590000,76,3001.0,7
2771,5,11413,12892,82,2,1,5400,2250,1950,1,2,270500,72,3397.0,6
2772,5,11413,12893,115,2,1,4000,1038,1941,1,2,580000,81,3015.0,7
2773,5,11413,13128,15,2,1,4455,1170,1950,1,2,330000,72,3654.0,10
2774,5,11413,13178,30,2,1,4000,1638,1941,1,1,539850,81,2891.0,11
2775,5,11413,12897,40,2,1,3967,1038,1945,1,2,410000,77,3544.0,1
2776,5,11413,12855,119,2,1,4000,1377,1946,1,2,475000,76,3096.0,4
2777,5,11413,13119,48,2,1,1188,1160,1950,1,5,270000,72,3671.0,9
2778,5,11413,12933,68,2,1,3825,1662,1946,1,2,530000,76,3113.0,4
2779,5,11413,12942,55,2,1,3800,1647,1946,1,2,555000,76,2935.0,10
2780,5,11413,13083,23,2,2,3023,1600,2006,1,10,462500,16,3418.0,6
2781,5,11422,12913,5,2,1,4000,1008,1941,1,2,471000,81,2777.0,3
2782,5,11413,12898,180,2,1,4000,1163,1941,1,2,268000,81,2878.0,11
2783,5,11413,12825,307,2,1,4355,1104,1941,1,2,480000,81,2798.0,2
2784,5,11413,13132,48,2,1,4000,1620,1941,1,1,565000,81,3033.0,6
2785,5,11413,12899,217,2,2,6000,1447,1945,1,11,160000,77,3720.0,8
2786,5,11413,12870,8,2,1,3977,1159,1950,1,2,375000,72,3614.0,11
2787,5,11411,12825,75,2,1,3960,1089,1941,1,2,450000,81,2967.0,8
2788,5,11411,12857,18,2,1,5027,1172,1956,1,2,425000,66,2896.0,11
2789,5,11422,12880,98,2,1,4440,1210,1950,1,2,250000,72,3385.0,7
2790,5,11413,13117,44,2,2,1972,1700,1941,1,9,610000,81,2878.0,11
2791,5,11413,13149,53,2,2,1610,1573,1992,1,10,941509,30,2905.0,10
2792,5,11413,12911,7,2,1,4000,1260,1945,1,2,390000,77,3592.0,12
2793,5,11413,13145,6,2,2,5000,2250,1965,1,10,463000,57,3375.0,7
2794,5,11413,12897,1,2,1,3876,861,1950,1,2,255000,72,3599.0,12
2795,5,11411,12825,32,2,1,4950,1040,1941,1,2,439850,81,2990.0,8
2796,5,11413,13155,24,2,2,2933,1512,2000,1,10,750000,22,3099.0,4
2797,5,11413,13184,7,2,1,1800,1332,1941,1,5,292500,81,2904.0,11
2798,5,11413,13145,32,2,2,4000,2400,1998,1,10,550000,24,3089.0,4
2799,5,11413,12928,36,2,1,4850,1215,1946,1,2,500000,76,2911.0,10
2800,5,11413,12858,24,2,1,2100,1400,1946,1,5,342000,76,2830.0,1
2801,5,11422,12944,7,2,1,3000,1105,1951,1,2,536000,71,2833.0,1
2802,5,11413,12895,80,2,1,4680,1031,1941,1,2,520000,81,2938.0,9
2803,5,11413,13172,32,2,2,5000,2200,1946,1,11,865000,76,3110.0,4
2804,5,11413,13117,7,2,2,3283,1700,1941,1,9,240000,81,3025.0,7
2805,5,11413,12969,16,2,1,19800,2654,1974,4,25,5725000,48,3058.0,5
2806,5,11422,12863,42,2,1,5356,720,1956,1,2,320000,66,2890.0,11
2807,5,11413,13115,22,2,1,4275,870,1950,1,2,383000,72,3647.0,10
2808,5,11413,13016,41,2,2,4650,2350,1956,1,10,700000,66,3002.0,7
2809,5,11434,12186,38,2,1,2352,1152,1951,1,5,525000,71,2988.0,8
2810,5,11434,12190,132,2,1,2000,1152,1946,1,1,235000,76,3085.0,5
2811,5,11434,12359,19,2,2,4000,2300,2012,1,10,540000,10,3598.0,12
2812,5,11434,12254,51,2,1,2002,1156,1956,1,1,300000,66,2982.0,8
2813,5,11436,12058,207,2,2,3016,2040,1950,1,10,408000,72,3445.0,5
2814,5,11434,12190,37,2,1,2000,1152,1946,1,5,525000,76,2876.0,11
2815,5,11436,12109,68,2,1,2450,1156,1950,1,1,200000,72,3441.0,5
